player,team,minutes_per_game,free_throw_pct,avg_rebounds,average_assists,personal_fouls,pts,season
Luis Scola,IND,24.5,0.556,7.6,1.3,3,8.6,2014-2015
Mike Scott,ATL,15.2,0.824,2.5,0.5,1.9,9.4,2014-2015
Thabo Sefolosha,ATL,22.2,0.762,5,1.4,2.1,5.8,2014-2015
Kevin Seraphin,WAS,14.8,0.667,3.1,0.8,2.4,5.8,2014-2015
Ramon Sessions,SAC,16.5,0.795,1.2,2,1.2,5.9,2014-2015
Iman Shumpert,NYK,27.9,0.704,3.9,3.5,3.1,11.6,2014-2015
Alexey Shved,PHI,15.7,0.848,0.6,3.1,0.9,8.9,2014-2015
Henry Sims,PHI,24.9,0.813,5.8,1.3,2.1,9.5,2014-2015
Kyle Singler,DET,23.4,0.9,2.4,0.5,2.2,6.4,2014-2015
Donald Sloan,IND,32.6,0.795,4.3,4.9,1.5,13.4,2014-2015
Marcus Smart,BOS,20.4,1,2.6,1.2,2,6.8,2014-2015
Greg Smith,DAL,5.9,0.625,1.5,0.2,1.3,1.3,2014-2015
Ish Smith,OKC,6.4,0.8,1.4,0.8,0.2,2.2,2014-2015
J.R. Smith,NYK,25.8,0.783,2.4,3.4,2.1,10,2014-2015
Jason Smith,NYK,17.4,0.864,2.3,1,2.1,7.3,2014-2015
Josh Smith,DET,33.3,0.414,7.2,4.1,3,12.6,2014-2015
Russ Smith,NOP,4.5,NA,0.5,0,2.5,0,2014-2015
Tony Snell,CHI,11.9,1,1.3,0.2,0.8,3.3,2014-2015
Marreese Speights,GSW,14.4,0.75,4.3,0.7,2.3,11.5,2014-2015
Tiago Splitter,SAS,10,0.5,4,2,0,5,2014-2015
Nik Stauskas,SAC,14.5,1,0.8,0.8,1.4,3.1,2014-2015
Lance Stephenson,CHO,34.3,0.611,8.2,5.5,2.3,9.8,2014-2015
Greg Stiemsma,TOR,8,1,1.8,0.4,2.6,2.4,2014-2015
Jarnell Stokes,MEM,4.8,0.5,1.8,0.3,1.5,2,2014-2015
Amar'e Stoudemire,NYK,23.1,0.732,7.4,1.1,3.1,11.7,2014-2015
Rodney Stuckey,IND,18.7,0.778,2.3,2.4,1.3,10.3,2014-2015
Jared Sullinger,BOS,30.3,0.704,8.4,3.2,2.4,16,2014-2015
Jeff Teague,ATL,32.6,0.853,1.9,6.6,2.2,17.8,2014-2015
Mirza Teletovic,BRK,24.6,0.789,5.1,1.4,2.3,11.7,2014-2015
Sebastian Telfair,OKC,20.9,0.706,2,2.9,1.9,8.6,2014-2015
Garrett Temple,WAS,25.9,0.769,3.2,1.8,2.4,6.9,2014-2015
Jason Terry,HOU,21.9,0.909,1.1,1.4,1.1,7.4,2014-2015
Isaiah Thomas,PHO,23.6,0.909,2.4,4.1,2.2,15.5,2014-2015
Lance Thomas,OKC,26.7,0.677,4.1,1.3,1.7,6.7,2014-2015
Malcolm Thomas,PHI,14.2,1,4.6,0.8,1.6,4.4,2014-2015
Hollis Thompson,PHI,27.3,0.609,3.2,1.2,2.4,7.4,2014-2015
Jason Thompson,SAC,25.7,0.5,5.9,0.9,2.9,3.9,2014-2015
Klay Thompson,GSW,33.3,0.871,3.5,3.3,1.8,22.5,2014-2015
Tristan Thompson,CLE,23.3,0.69,6.5,0.5,2,8.6,2014-2015
Marcus Thornton,BOS,15,0.667,1.2,0.6,0.5,7.5,2014-2015
Anthony Tolliver,PHO,11.5,0.667,2.2,0.3,0.9,3.4,2014-2015
P.J. Tucker,PHO,26.4,0.7,6.4,1.5,2.3,7.5,2014-2015
Ronny Turiaf,MIN,9.5,NA,0.5,1,0,0,2014-2015
Hedo Turkoglu,LAC,9.2,0.5,1,0.6,1,3.4,2014-2015
Evan Turner,BOS,20.7,0.933,3.8,3.4,1.8,8,2014-2015
Ekpe Udoh,LAC,2.6,NA,0,0,0.4,0,2014-2015
Beno Udrih,MEM,18.2,0.909,1.5,2.8,1.7,7.8,2014-2015
Jonas Valanciunas,TOR,24.5,0.807,8.1,0.5,2.9,12.3,2014-2015
Anderson Varejao,CLE,26.4,0.714,6.9,1.8,2.1,10.9,2014-2015
Greivis Vasquez,TOR,18.5,0.941,2.4,2.5,1.9,7.4,2014-2015
Charlie Villanueva,DAL,4.7,NA,1,0,0.6,2.7,2014-2015
Noah Vonleh,CHO,6,0.5,1,0,0.5,3,2014-2015
Nikola Vucevic,ORL,35.8,0.788,12.2,2.3,3,19.3,2014-2015
Dwyane Wade,MIA,32.4,0.692,3.5,6.4,1.5,19.8,2014-2015
Dion Waiters,CLE,23.8,0.714,1.3,1.7,2.1,9,2014-2015
Kemba Walker,CHO,34.7,0.733,4.8,5,2,14.7,2014-2015
John Wall,WAS,35.9,0.78,4.3,9.4,2.5,19.5,2014-2015
Gerald Wallace,BOS,8.2,0.75,0.8,0,0.4,0.6,2014-2015
T.J. Warren,PHO,8.8,NA,1,0,0.6,2.6,2014-2015
Travis Wear,NYK,10.4,0.818,1.6,0.8,1,3.3,2014-2015
Russell Westbrook,OKC,20.5,0.938,1.5,5,2.5,20,2014-2015
Shayne Whittington,IND,9,0.5,3.3,1,1,4,2014-2015
Andrew Wiggins,MIN,28.8,0.711,3.5,0.8,2.2,12.5,2014-2015
Deron Williams,BRK,37.5,0.893,3.5,6.4,2.8,18.5,2014-2015
Derrick Williams,SAC,10.8,0.625,1.6,0.4,1,3.3,2014-2015
Louis Williams,TOR,19.8,0.825,1.4,0.9,1.1,13.6,2014-2015
Marvin Williams,CHO,24.9,1,3.2,1.1,1.9,6.7,2014-2015
Mo Williams,MIN,24.6,0.8,1.8,5.9,2.5,8.5,2014-2015
Shawne Williams,MIA,28.7,0.818,5,1.5,3.4,10.5,2014-2015
Jeff Withey,NOP,7.4,0.692,2,0.3,1,3.9,2014-2015
Nate Wolters,MIL,17.4,0.333,2,1,1.2,3,2014-2015
Brandan Wright,DAL,19.3,0.75,4.4,0.3,1.7,10.7,2014-2015
Dorell Wright,POR,6.7,1,1.9,0.6,0.9,1.6,2014-2015
Tony Wroten,PHI,32.4,0.62,3.4,6,2.9,17.9,2014-2015
James Young,BOS,4,0,0.3,0,0.3,3,2014-2015
Nick Young,LAL,26,0.778,3,0.8,2.3,11.3,2014-2015
Thaddeus Young,MIN,31.7,0.667,5,1.6,2.3,14.3,2014-2015
Cody Zeller,CHO,23.3,0.714,4.7,1.1,2.8,8.3,2014-2015
Tyler Zeller,BOS,13.8,0.75,3.2,1.2,2.7,6.3,2014-2015
Quincy Acy,TOT,13.4,66,3.4,0.4,1.9,2.7,2013-2014
Steven Adams,OKC,14.8,58.1,4.1,0.5,2.5,3.3,2013-2014
Jeff Adrien,TOT,18.1,63.9,5.8,0.7,2,6.8,2013-2014
Arron Afflalo,ORL,35,81.5,3.6,3.4,1.9,18.2,2013-2014
Alexis Ajinca,NOP,17,83.6,4.9,0.7,3.3,5.9,2013-2014
Cole Aldrich,NYK,7.2,86.7,2.8,0.3,0.9,2,2013-2014
LaMarcus Aldridge,POR,36.2,82.2,11.1,2.6,2.1,23.2,2013-2014
Lavoy Allen,TOT,16.5,66,4.8,1.1,1.9,4.7,2013-2014
Ray Allen,MIA,26.5,90.5,2.8,2,1.6,9.6,2013-2014
Tony Allen,MEM,23.2,62.8,3.8,1.7,2.2,9,2013-2014
Al-Farouq Aminu,NOP,25.6,66.4,6.2,1.4,1.8,7.2,2013-2014
Louis Amundson,TOT,9.7,25,2.9,0.3,2.6,2,2013-2014
Chris Andersen,MIA,19.4,71,5.3,0.3,2.3,6.6,2013-2014
Alan Anderson,BRK,22.7,78,2.2,1,1.9,7.2,2013-2014
James Anderson,PHI,28.9,72.6,3.8,1.9,1.9,10.1,2013-2014
Ryan Anderson,NOP,36.1,95.2,6.5,0.8,2.1,19.8,2013-2014
Giannis Antetokounmpo,MIL,24.6,68.3,4.4,1.9,2.2,6.8,2013-2014
Carmelo Anthony,NYK,38.7,84.8,8.1,3.1,2.9,27.4,2013-2014
Joel Anthony,TOT,5.6,50,1.2,0.1,0.5,0.8,2013-2014
Pero Antic,ATL,18.5,75.8,4.2,1.2,2.5,7,2013-2014
Trevor Ariza,WAS,35.4,77.2,6.2,2.5,2.3,14.4,2013-2014
Hilton Armstrong,GSW,6.5,43.8,3.1,0.3,0.7,1.7,2013-2014
Darrell Arthur,DEN,17.1,85.5,3.1,0.9,2.7,5.9,2013-2014
Omer Asik,HOU,20.2,61.9,7.9,0.5,1.9,5.8,2013-2014
D.J. Augustin,TOT,27.3,88.5,1.8,4.4,2.1,13.1,2013-2014
Gustavo Ayon,ATL,16.5,40,4.8,1.1,1.8,4.3,2013-2014
Jeff Ayres,SAS,13,69.1,3.5,0.8,2,3.3,2013-2014
Chris Babb,BOS,9.4,0,1.2,0.2,0.9,1.6,2013-2014
Luke Babbitt,NOP,17.5,77.8,3.3,1.1,1.9,6.3,2013-2014
Leandro Barbosa,PHO,18.4,79.5,1.9,1.6,1.5,7.5,2013-2014
Jose Barea,MIN,18.6,79,1.9,3.8,1.6,8.4,2013-2014
Andrea Bargnani,NYK,29.9,82.4,5.3,1.1,2.4,13.3,2013-2014
Harrison Barnes,GSW,28.3,71.8,4,1.5,2,9.5,2013-2014
Matt Barnes,LAC,27.5,73.3,4.6,2,2.9,9.9,2013-2014
Will Barton,POR,9.4,81.3,1.8,0.8,0.8,4,2013-2014
Brandon Bass,BOS,27.6,85.8,5.7,1.1,2.3,11.1,2013-2014
Shane Battier,MIA,20.1,65.2,1.9,0.9,1.7,4.1,2013-2014
Nicolas Batum,POR,36,80.3,7.5,5.1,1.9,13,2013-2014
Jerryd Bayless,TOT,23.4,79.7,2,2.7,2.2,9.3,2013-2014
Aron Baynes,SAS,9.3,90.5,2.7,0.6,1.5,3,2013-2014
Kent Bazemore,TOT,13.6,60.6,1.7,1.4,1.5,6,2013-2014
Bradley Beal,WAS,34.7,78.8,3.7,3.3,2.1,17.1,2013-2014
Michael Beasley,MIA,15.1,77.2,3.1,0.8,1.7,7.9,2013-2014
Marco Belinelli,SAS,25.2,84.7,2.8,2.2,1.6,11.4,2013-2014
Anthony Bennett,CLE,12.8,63.8,3,0.3,1.8,4.2,2013-2014
Patrick Beverley,HOU,31.3,81.4,3.5,2.7,3.1,10.2,2013-2014
Andris Biedrins,UTA,7.5,16.7,2.8,0,1,0.5,2013-2014
Chauncey Billups,DET,16.3,83.3,1.5,2.2,1.3,3.8,2013-2014
Bismack Biyombo,CHA,13.9,51.7,4.8,0.1,1.6,2.9,2013-2014
DeJuan Blair,DAL,15.6,63.6,4.7,0.9,2.5,6.4,2013-2014
Steve Blake,TOT,27.2,76.7,2.9,5.6,1.5,6.9,2013-2014
Andray Blatche,BRK,22.2,74.2,5.3,1.5,2.3,11.2,2013-2014
Eric Bledsoe,PHO,32.9,77.2,4.7,5.5,2.3,17.7,2013-2014
Vander Blue,BOS,5,20,1,0.3,0.3,1.7,2013-2014
Keith Bogans,BOS,9.2,100,0.5,0.5,0.3,2,2013-2014
Andrew Bogut,GSW,26.4,34.4,10,1.7,3.1,7.3,2013-2014
Matt Bonner,SAS,11.3,75,2.1,0.5,0.8,3.2,2013-2014
Trevor Booker,WAS,21.6,61.8,5.3,0.9,1.8,6.8,2013-2014
Carlos Boozer,CHI,28.2,76.7,8.3,1.6,2.8,13.7,2013-2014
Chris Bosh,MIA,32,82,6.6,1.1,2.4,16.2,2013-2014
Avery Bradley,BOS,30.9,80.4,3.8,1.4,2.4,14.9,2013-2014
Elton Brand,ATL,19.4,64.9,4.9,1,2.6,5.7,2013-2014
Corey Brewer,MIN,32.2,71.8,2.6,1.7,2.6,12.3,2013-2014
Ronnie Brewer,TOT,6.7,0,0.6,0.4,0.2,0.3,2013-2014
Aaron Brooks,TOT,21.6,87.4,1.9,3.2,2,9,2013-2014
MarShon Brooks,TOT,9,72.7,1.5,0.7,0.6,4.5,2013-2014
Lorenzo Brown,PHI,8.6,69.2,1.1,1.6,0.7,2.5,2013-2014
Shannon Brown,TOT,8.7,71.4,1,0.3,0.8,2.2,2013-2014
Kobe Bryant,LAL,29.5,85.7,4.3,6.3,1.5,13.8,2013-2014
Chase Budinger,MIN,18.3,82.1,2.5,0.8,1.4,6.7,2013-2014
Reggie Bullock,LAC,9.2,77.8,1.3,0.3,0.6,2.7,2013-2014
Trey Burke,UTA,32.3,90.3,3,5.7,2.1,12.8,2013-2014
Alec Burks,UTA,28.1,74.8,3.3,2.7,2.4,14,2013-2014
Caron Butler,TOT,25.3,84,4.1,1.5,2.1,10.5,2013-2014
Jimmy Butler,CHI,38.7,76.9,4.9,2.6,1.6,13.1,2013-2014
Rasual Butler,IND,7.6,57.1,0.8,0.3,0.6,2.7,2013-2014
Dwight Buycks,TOR,10.4,88.9,1.6,0.7,0.8,3.1,2013-2014
Andrew Bynum,TOT,19.8,75.5,5.6,1.1,1.2,8.7,2013-2014
Will Bynum,DET,18.8,80.2,1.8,3.9,2.2,8.7,2013-2014
Nick Calathes,MEM,16.5,61.1,1.9,2.9,1.6,4.9,2013-2014
Jose Calderon,DAL,30.5,82.5,2.4,4.7,1.7,11.4,2013-2014
Kentavious Caldwell-Pope,DET,19.8,77,2,0.7,1.8,5.9,2013-2014
Isaiah Canaan,HOU,11.5,72.4,1.1,1,1.1,4.6,2013-2014
DeMarre Carroll,ATL,32.1,77.3,5.5,1.8,2.6,11.1,2013-2014
Vince Carter,DAL,24.4,82.1,3.5,2.6,2.6,11.9,2013-2014
Michael Carter-Williams,PHI,34.5,70.3,6.2,6.3,3,16.7,2013-2014
Omri Casspi,HOU,18.1,68,3.7,1.2,1.4,6.9,2013-2014
Mario Chalmers,MIA,29.8,74.2,2.9,4.9,2.9,9.8,2013-2014
Tyson Chandler,NYK,30.2,63.2,9.6,1.1,2.6,8.7,2013-2014
Wilson Chandler,DEN,31.1,72.4,4.7,1.8,3.1,13.6,2013-2014
Josh Childress,NOP,6,0,0.8,0.5,0.3,0,2013-2014
Dionte Christmas,PHO,6.4,75,1.2,0.3,0.6,2.3,2013-2014
Earl Clark,TOT,14.2,64.7,2.6,0.3,1.2,4.8,2013-2014
Ian Clark,UTA,7.5,71.4,0.8,0.7,1,3,2013-2014
Victor Claver,POR,8.8,90.9,1.9,0.6,0.8,2.2,2013-2014
Norris Cole,MIA,24.6,77.9,2,3,1.9,6.4,2013-2014
Jason Collins,BRK,7.8,75,0.9,0.2,1.4,1.1,2013-2014
Darren Collison,LAC,25.9,85.7,2.4,3.7,1.9,11.4,2013-2014
Nick Collison,OKC,16.7,71,3.6,1.3,2.3,4.2,2013-2014
Mike Conley,MEM,33.5,81.5,2.9,6,1.9,17.2,2013-2014
Chris Copeland,IND,6.5,71.4,0.8,0.4,0.9,3.7,2013-2014
DeMarcus Cousins,SAC,32.4,72.6,11.7,2.9,3.8,22.7,2013-2014
Robert Covington,HOU,4.9,0,0.7,0,0.4,2.3,2013-2014
Allen Crabbe,POR,6.7,75,0.6,0.4,0.7,2.2,2013-2014
Jamal Crawford,LAC,30.3,86.6,2.3,3.2,1.7,18.6,2013-2014
Jordan Crawford,TOT,23,86.4,2.3,3.5,1.5,11,2013-2014
Jae Crowder,DAL,16.1,75.4,2.5,0.8,1.3,4.6,2013-2014
Dante Cunningham,MIN,20.2,56.7,4.1,1,1.8,6.3,2013-2014
Jared Cunningham,TOT,6.2,81.3,0.5,0.6,1.2,2,2013-2014
Seth Curry,TOT,6.5,0,0.5,0,0,1.5,2013-2014
Stephen Curry,GSW,36.5,88.5,4.3,8.5,2.5,24,2013-2014
Samuel Dalembert,DAL,20.2,73.7,6.8,0.5,2.6,6.6,2013-2014
Troy Daniels,HOU,15,0,0.8,1,1.2,8.4,2013-2014
Luigi Datome,DET,7,80,1.4,0.3,0.6,2.4,2013-2014
Brandon Davies,PHI,11.3,64.2,2.1,0.5,1.8,2.8,2013-2014
Anthony Davis,NOP,35.2,79.1,10,1.6,3,20.8,2013-2014
Ed Davis,MEM,15.2,52.8,4.1,0.4,1.8,5.7,2013-2014
Glen Davis,TOT,24.4,69.3,5.2,1.1,2.3,9.4,2013-2014
Austin Daye,TOT,6.7,60,1.2,0.4,0.8,3,2013-2014
Nando De Colo,TOT,10.5,88.6,1.6,1.4,1,3.8,2013-2014
Dewayne Dedmon,TOT,12.6,65.6,4.1,0.2,2.1,3.1,2013-2014
Matthew Dellavedova,CLE,17.7,79.2,1.7,2.6,1.7,4.7,2013-2014
Luol Deng,TOT,35.1,79.1,5.7,2.9,1.8,16,2013-2014
DeMar DeRozan,TOR,38.2,82.4,4.3,4,2.5,22.7,2013-2014
Boris Diaw,SAS,25,73.9,4.1,2.8,1.8,9.1,2013-2014
Gorgui Dieng,MIN,13.6,63.4,5,0.7,1.8,4.8,2013-2014
Toney Douglas,TOT,13.2,73.5,1.7,1.3,1.6,4,2013-2014
Chris Douglas-Roberts,CHA,20.7,80.5,2.4,1,1.2,6.9,2013-2014
Goran Dragic,PHO,35.1,76,3.2,5.9,2.7,20.3,2013-2014
Andre Drummond,DET,32.3,41.8,13.2,0.4,3.4,13.5,2013-2014
Jared Dudley,LAC,23.4,65.5,2.2,1.4,2,6.9,2013-2014
Tim Duncan,SAS,29.2,73.1,9.7,3,1.8,15.1,2013-2014
Mike Dunleavy,CHI,31.5,85.4,4.2,2.3,2,11.3,2013-2014
Kevin Durant,OKC,38.5,87.3,7.4,5.5,2.1,32,2013-2014
Shane Edwards,CLE,6,0,1,0,0.5,1,2013-2014
Wayne Ellington,DAL,8.7,90.9,1,0.4,0.7,3.2,2013-2014
Monta Ellis,DAL,36.9,78.8,3.6,5.7,2.4,19,2013-2014
Melvin Ely,NOP,13.5,0,0.5,0,2.5,3,2013-2014
Jeremy Evans,UTA,18.3,68,4.7,0.7,2.1,6.1,2013-2014
Reggie Evans,TOT,16.6,55.4,6.2,0.4,2.2,4,2013-2014
Tyreke Evans,NOP,28.2,77.1,4.7,5,2.2,14.5,2013-2014
Kenneth Faried,DEN,27.2,65,8.6,1.2,2.4,13.7,2013-2014
Jordan Farmar,LAL,22.2,74.6,2.5,4.9,1.6,10.1,2013-2014
Vitor Faverani,BOS,13.2,64.9,3.5,0.4,2,4.4,2013-2014
Derrick Favors,UTA,30.2,66.9,8.7,1.2,3.2,13.3,2013-2014
Carrick Felix,CLE,5.4,75,0.9,0.6,0.6,2.7,2013-2014
Raymond Felton,NYK,31,72.1,3,5.6,2.4,9.7,2013-2014
Landry Fields,TOR,10.7,63.6,2,0.7,0.8,2.3,2013-2014
Derek Fisher,OKC,17.6,77.5,1.5,1.4,1.9,5.2,2013-2014
Evan Fournier,DEN,19.8,75.6,2.7,1.5,2.4,8.4,2013-2014
Randy Foye,DEN,30.7,84.9,2.9,3.5,2.5,13.2,2013-2014
Jamaal Franklin,MEM,7.7,100,1.1,0.3,1.1,1.9,2013-2014
Jimmer Fredette,TOT,10.6,90.5,1.1,1.3,0.7,5.6,2013-2014
Joel Freeland,POR,14,69,4,0.7,1.8,3.3,2013-2014
Channing Frye,PHO,28.2,82.1,5.1,1.2,3,11.1,2013-2014
Francisco Garcia,HOU,19.7,52.6,2.2,1.1,2.2,5.7,2013-2014
Kevin Garnett,BRK,20.5,80.9,6.6,1.5,2.3,6.5,2013-2014
Diante Garrett,UTA,14.8,83.3,1.4,1.7,1.1,3.5,2013-2014
Marc Gasol,MEM,33.4,76.8,7.2,3.6,2.5,14.6,2013-2014
Pau Gasol,LAL,31.4,73.6,9.7,3.4,2.1,17.4,2013-2014
Rudy Gay,TOT,34.7,82.2,6,2.9,2.3,20,2013-2014
Alonzo Gee,CLE,15.7,70.5,2.3,0.7,1.5,4,2013-2014
Paul George,IND,36.2,86.4,6.8,3.5,2.5,21.7,2013-2014
Taj Gibson,CHI,28.7,75.1,6.8,1.1,2.5,13,2013-2014
Manu Ginobili,SAS,22.8,85.1,3,4.3,1.9,12.3,2013-2014
Rudy Gobert,UTA,9.6,49.2,3.4,0.2,1.3,2.3,2013-2014
Ryan Gomes,OKC,6.8,0,0.8,0.2,1,1.2,2013-2014
Drew Gooden,WAS,18,88.9,5.2,0.7,2.4,8.3,2013-2014
Archie Goodwin,PHO,10.3,67.3,1.7,0.4,0.9,3.7,2013-2014
Ben Gordon,CHA,14.7,81,1.4,1.1,0.9,5.2,2013-2014
Eric Gordon,NOP,32.1,78.5,2.6,3.3,1.8,15.4,2013-2014
Marcin Gortat,WAS,32.8,68.6,9.5,1.7,2.5,13.2,2013-2014
Danny Granger,TOT,20.7,94,3.2,1,1.5,8.2,2013-2014
Aaron Gray,TOT,9.6,55,3,0.6,1.7,1.8,2013-2014
Danny Green,SAS,24.3,79.4,3.4,1.5,1.6,9.1,2013-2014
Draymond Green,GSW,21.9,66.7,5,1.9,2.8,6.2,2013-2014
Gerald Green,PHO,28.4,84.8,3.4,1.5,2.7,15.8,2013-2014
Jeff Green,BOS,34.2,79.5,4.6,1.7,2.2,16.9,2013-2014
Willie Green,LAC,15.8,82.4,1.4,0.9,1.7,5,2013-2014
Blake Griffin,LAC,35.8,71.5,9.5,3.9,3.3,24.1,2013-2014
Jorge Gutierrez,BRK,16.3,75,1.5,2,2.5,4.1,2013-2014
Jordan Hamilton,TOT,17,78.4,3.2,0.9,1.1,6.7,2013-2014
Justin Hamilton,TOT,9,100,0.9,0,1,3.3,2013-2014
Tyler Hansbrough,TOR,15.3,68.1,4.5,0.3,2.1,4.9,2013-2014
Tim Hardaway,NYK,23.1,82.8,1.5,0.8,1.8,10.2,2013-2014
James Harden,HOU,38,86.6,4.7,6.1,2.4,25.4,2013-2014
Maurice Harkless,ORL,24.4,59.4,3.3,1,1.8,7.4,2013-2014
Josh Harrellson,DET,9.9,71.4,2.4,0.5,1.4,2.9,2013-2014
Al Harrington,WAS,15,77.1,2.4,0.8,2.1,6.6,2013-2014
Devin Harris,DAL,20.5,80,2.1,4.5,1.8,7.9,2013-2014
Elias Harris,LAL,5.5,0,0.5,0.5,0,0,2013-2014
Manny Harris,LAL,20,83.3,3.8,1.2,1.1,8.1,2013-2014
Mike Harris,UTA,11.3,96.3,1.7,0.3,1.8,4.2,2013-2014
Tobias Harris,ORL,30.3,80.7,7,1.3,2.3,14.6,2013-2014
Udonis Haslem,MIA,14.2,56.8,3.8,0.3,1.7,3.8,2013-2014
Spencer Hawes,TOT,30.9,78.3,8.3,3,3,13.2,2013-2014
Chuck Hayes,TOT,12.4,80,3.4,0.6,1.6,2.2,2013-2014
Gordon Hayward,UTA,36.4,81.6,5.1,5.2,2,16.2,2013-2014
Gerald Henderson,CHA,32,76.1,4,2.6,2.1,14,2013-2014
Xavier Henry,LAL,21.1,65.5,2.7,1.2,1.8,10,2013-2014
John Henson,MIL,26.5,51.4,7.1,1.6,2.6,11.1,2013-2014
Roy Hibbert,IND,29.7,77,6.6,1.1,3.3,10.8,2013-2014
J.J. Hickson,DEN,26.9,51.7,9.2,1.4,2.6,11.8,2013-2014
Nene Hilario,WAS,29.4,58.3,5.5,2.9,3.1,14.2,2013-2014
George Hill,IND,32,80.7,3.7,3.5,2.1,10.3,2013-2014
Jordan Hill,LAL,20.8,68.5,7.4,0.8,2.4,9.7,2013-2014
Solomon Hill,IND,8.1,85.7,1.5,0.4,0.7,1.7,2013-2014
Kirk Hinrich,CHI,29,76,2.6,3.9,2.8,9.1,2013-2014
Jrue Holiday,NOP,33.6,81,4.2,7.9,2.7,14.3,2013-2014
Ryan Hollins,LAC,7.9,62.5,1.5,0.1,1.4,2.3,2013-2014
Scotty Hopson,CLE,3.5,50,0,0.5,0,0.5,2013-2014
Al Horford,ATL,33,68.2,8.4,2.6,1.9,18.6,2013-2014
Dwight Howard,HOU,33.7,54.7,12.2,1.8,3.4,18.3,2013-2014
Robbie Hummel,MIN,12.4,93.8,2.5,0.4,1.1,3.4,2013-2014
Kris Humphries,BOS,19.9,81.3,5.9,1,2,8.4,2013-2014
Serge Ibaka,OKC,32.9,78.4,8.8,1,2.9,15.1,2013-2014
Andre Iguodala,GSW,32.4,65.2,4.7,4.2,1.6,9.3,2013-2014
Ersan Ilyasova,MIL,26.9,82.3,6.2,1.3,2.5,11.2,2013-2014
Kyrie Irving,CLE,35.2,86.1,3.6,6.1,2.3,20.8,2013-2014
Royal Ivey,OKC,2.5,0,0.5,0,0.5,0,2013-2014
Jarrett Jack,CLE,28.2,83.9,2.8,4.1,1.7,9.5,2013-2014
Reggie Jackson,OKC,28.5,89.3,3.9,4.1,1.8,13.1,2013-2014
Stephen Jackson,LAC,11.9,50,1.1,0.6,1.2,1.7,2013-2014
Bernard James,DAL,4.9,54.5,1.4,0.1,0.8,0.9,2013-2014
Damion James,SAS,10,100,2.4,0.6,0.6,1.2,2013-2014
LeBron James,MIA,37.7,75,6.9,6.3,1.6,27.1,2013-2014
Mike James,CHI,7,0,0.6,1.5,1,1,2013-2014
Antawn Jamison,LAC,11.3,72,2.5,0.3,1.3,3.8,2013-2014
Othyus Jeffers,TOT,7.8,75,1.5,0.2,0.5,1.5,2013-2014
Al Jefferson,CHA,35,69,10.8,2.1,2.4,21.8,2013-2014
Richard Jefferson,UTA,27,74.1,2.7,1.6,2,10.1,2013-2014
John Jenkins,ATL,12.2,100,1.7,0.8,0.8,3.1,2013-2014
Brandon Jennings,DET,34.1,75.1,3.1,7.6,2,15.5,2013-2014
Jonas Jerebko,DET,11.6,72.9,2.7,0.6,1.3,4.2,2013-2014
Amir Johnson,TOR,28.8,63.6,6.6,1.5,3.5,10.4,2013-2014
Chris Johnson,BOS,19.7,86,2.4,0.8,1.6,6.3,2013-2014
James Johnson,MEM,18.4,84.4,3.2,2.1,2,7.4,2013-2014
Joe Johnson,BRK,32.6,81.5,3.4,2.7,1.6,15.8,2013-2014
Orlando Johnson,TOT,8.7,73.1,1.2,0.4,0.6,2.2,2013-2014
Wesley Johnson,LAL,28.4,79.2,4.4,1.6,2.6,9.1,2013-2014
Darius Johnson-Odom,PHI,5,0,0.7,0.3,1,0,2013-2014
James Jones,MIA,11.8,63.6,1.2,0.5,0.3,4.9,2013-2014
Perry Jones,OKC,12.3,66.7,1.8,0.4,1,3.5,2013-2014
Solomon Jones,ORL,7.7,50,1.5,0.2,1.1,1.3,2013-2014
Terrence Jones,HOU,27.3,60.5,6.9,1.1,1.8,12.1,2013-2014
DeAndre Jordan,LAC,35,42.8,13.6,0.9,3.2,10.4,2013-2014
Cory Joseph,SAS,13.8,82.3,1.6,1.7,1.2,5,2013-2014
Chris Kaman,LAL,18.9,76.5,5.9,1.5,2.4,10.4,2013-2014
Enes Kanter,UTA,26.7,73,7.5,0.9,2.9,12.3,2013-2014
Sergey Karasev,CLE,7.1,90,0.7,0.3,1,1.7,2013-2014
Ryan Kelly,LAL,22.2,81.5,3.7,1.6,2.5,8,2013-2014
Michael Kidd-Gilchrist,CHA,24.2,61.4,5.2,0.8,2.3,7.2,2013-2014
Andrei Kirilenko,BRK,19,51.3,3.2,1.6,1.4,5,2013-2014
Brandon Knight,MIL,33.3,80.2,3.5,4.9,2,17.9,2013-2014
Kyle Korver,ATL,33.9,92.6,4,2.9,2.1,12,2013-2014
Kosta Koufos,MEM,16.9,64.5,5.2,0.5,2.3,6.4,2013-2014
Viacheslav Kravtsov,PHO,3,50,0.9,0.1,0.4,1,2013-2014
Ognjen Kuzmic,GSW,4.4,45.5,1,0.1,0.8,0.7,2013-2014
Doron Lamb,ORL,13.1,80.6,0.9,0.8,1,3.6,2013-2014
Jeremy Lamb,OKC,19.7,79.7,2.4,1.5,1.8,8.5,2013-2014
Carl Landry,SAC,12.9,82.4,3.2,0.3,1.9,4.2,2013-2014
Shane Larkin,DAL,10.2,64,0.9,1.5,1,2.8,2013-2014
Ty Lawson,DEN,35.8,79.8,3.5,8.8,1.8,17.6,2013-2014
Ricky Ledo,DAL,3,100,0.2,0.2,0.2,1.7,2013-2014
